#Overview of data in ClinVar by gene, dated November 7, 2021
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
TAS2R50	259296	40	40	1	-	609627	2	0
TAS2R60	338398	46	46	-	-	613968	2	0
TAS2R7	50837	37	37	1	-	604793	1	0
TAS2R8	50836	38	38	1	-	604794	1	0
TAS2R9	50835	40	40	3	-	604795	1	0
TASL	80231	168	164	-	1	301049	6	0
TASOR	23272	13	13	3	-	616493	3	0
TASOR2	54906	35	35	-	-	-	4	0
TASP1	55617	42	39	8	4	608270	12	0
TAT	6898	241	216	208	25	613018	64	4
TAT-AS1	100132529	147	134	-	13	-	46	0
TATDN1	83940	63	62	-	3	619364	4	0
TATDN2	9797	34	34	-	-	619330	2	0
TATDN3	128387	21	20	-	-	-	3	0
TAX1BP1	8887	28	28	4	-	605326	2	0
TAX1BP1-AS1	105375210	7	7	-	-	-	-	-
TAX1BP3	30851	73	62	5	-	616484	19	1
TBATA	219793	16	16	1	1	612640	2	0
TBC1D1	23216	35	35	13	-	609850	5	0
TBC1D10A	83874	29	28	1	-	610020	3	0
TBC1D10B	26000	35	35	1	-	613620	6	0
TBC1D10C	374403	18	18	-	-	610831	5	0
TBC1D12	23232	22	22	-	-	-	5	0
TBC1D13	54662	41	40	-	-	616218	5	0
TBC1D14	57533	74	74	2	1	614855	1	0
TBC1D15	64786	14	14	-	-	612662	2	0
TBC1D16	125058	28	28	3	-	616637	4	0
TBC1D17	79735	11	11	-	-	616659	2	0
TBC1D19	55296	30	30	-	-	-	1	0
TBC1D2	55357	53	52	12	-	609871	7	0
TBC1D20	128637	142	135	74	6	611663	28	1
TBC1D21	161514	32	31	-	-	-	2	0
TBC1D22A	25771	107	106	3	4	616879	11	0
TBC1D22A-AS1	642757	46	45	-	-	-	4	0
TBC1D22B	55633	8	8	-	-	616880	-	-
TBC1D23	55773	49	43	37	7	617687	10	0
TBC1D24	57465	1113	659	1066	59	613577	316	52
TBC1D25	4943	176	171	3	1	311240	7	0
TBC1D26	353149	25	25	-	-	-	2	0
TBC1D26-AS1	105371560	10	10	-	-	-	-	-
TBC1D28	254272	110	110	-	-	-	5	0
TBC1D29P	26083	9	9	-	-	-	-	-
TBC1D2B	23102	30	29	8	5	619152	4	0
TBC1D3	729873	32	32	-	-	607741	1	0
TBC1D30	23329	16	16	3	1	615077	3	0
TBC1D31	93594	40	40	-	1	-	1	0
TBC1D32	221322	55	55	28	-	615867	12	0
TBC1D3B	414059	37	36	-	-	610144	1	0
TBC1D3C	414060	31	31	-	-	610806	1	0
TBC1D3D	101060389	4	4	-	-	610807	-	-
TBC1D3E	102723859	9	9	-	-	610808	-	-
TBC1D3F	84218	53	51	-	-	610809	1	0
TBC1D3G	101060321	16	15	-	-	610810	-	-
TBC1D3H	729877	50	47	-	-	610811	1	0
TBC1D3I	102724862	11	10	-	-	-	-	-
TBC1D3K	101060351	7	7	-	-	-	-	-
TBC1D3L	101060376	7	7	-	-	-	-	-
TBC1D4	9882	134	122	78	1	612465	9	0
TBC1D5	9779	31	31	-	-	615740	5	0
TBC1D7	51256	102	88	69	5	612655	8	0
TBC1D7-LOC100130357	107080638	89	75	-	9	-	6	0
TBC1D8	11138	28	28	5	-	-	6	0
TBC1D8-AS1	100506286	10	10	-	-	-	4	0
TBC1D8B	54885	200	191	33	5	301027	6	0
TBC1D9	23158	31	31	5	-	618035	5	0
TBC1D9B	23061	44	44	-	1	618039	12	0
TBCA	6902	9	9	-	-	610058	1	0
TBCB	1155	13	13	-	-	601303	4	0
TBCC	6903	10	10	-	-	602971	-	-
TBCCD1	55171	42	42	1	-	-	2	0
TBCD	6904	331	294	251	31	604649	73	5
TBCE	6905	348	260	265	18	604934	72	13
TBCEL	219899	41	41	-	-	610451	2	0
TBCEL-TECTA	116804918	1054	554	-	52	-	228	0
TBCK	93627	211	173	168	48	616899	24	1
TBILA	112806053	7	7	-	-	-	-	-
TBK1	29110	254	196	239	26	604834	42	4
TBKBP1	9755	12	12	2	-	608476	2	0
TBL1X	6907	219	211	27	3	300196	18	0
TBL1XR1	79718	324	263	273	56	608628	74	7
TBL1Y	90665	77	77	2	1	400033	7	0
TBL2	26608	170	161	10	-	605842	4	0
TBL3	10607	60	59	4	-	605915	9	0
TBP	6908	116	102	37	2	600075	15	1
TBPL1	9519	13	13	-	-	605521	1	0
TBPL2	387332	12	12	1	-	608964	-	-
TBR1	10716	111	88	91	35	604616	16	0
TBRG1	84897	62	62	1	1	610614	4	0
TBRG4	9238	28	28	2	-	611325	2	0
TBX1	6899	865	709	464	34	602054	144	13
TBX10	347853	22	22	1	-	604648	6	0
TBX15	6913	95	85	79	4	604127	9	1
TBX18	9096	56	54	41	4	604613	7	1
TBX18-AS1	102724201	5	5	-	-	-	1	0
TBX19	9095	133	115	114	13	604614	59	3
TBX2	6909	59	57	33	2	600747	5	0
TBX2-AS1	103689912	6	6	-	-	-	1	0
TBX20	57057	133	105	111	3	606061	39	1
TBX21	30009	20	19	10	1	604895	7	0
TBX22	50945	219	205	77	13	300307	20	1
TBX3	6926	244	196	231	12	601621	70	7
TBX3-AS1	105370000	75	62	-	3	-	30	0
TBX4	9496	198	158	176	27	601719	35	5
TBX5	6910	503	373	487	156	601620	85	6
TBX5-AS1	255480	11	11	-	-	-	4	0
TBX6	6911	359	327	97	16	602427	38	5
TBXA2R	6915	68	61	44	2	188070	9	0
TBXAS1	6916	122	105	74	11	274180	26	1
TBXT	6862	59	59	11	2	601397	10	0
TC2N	123036	19	19	-	-	619305	-	-
TCAF1	9747	59	58	-	2	616251	4	0
TCAF2	285966	53	53	1	-	616252	2	0
TCAIM	285343	8	8	-	-	-	1	0
TCAP	8557	460	200	438	16	604488	107	16
TCEA1	6917	27	27	-	-	601425	5	0
TCEA2	6919	69	62	-	6	604784	9	0
TCEA3	6920	9	9	-	-	604128	4	0
TCEAL1	9338	184	180	-	-	300237	8	0
TCEAL2	140597	167	163	-	-	-	3	0
TCEAL3	85012	183	179	-	-	-	7	0
TCEAL4	79921	181	177	-	-	-	7	0
TCEAL5	340543	170	166	-	-	-	6	0
TCEAL6	158931	167	163	-	-	-	3	0
TCEAL7	56849	171	167	-	-	300771	7	0
TCEAL8	90843	171	167	-	1	-	7	0
TCEAL9	51186	173	169	-	-	-	7	0
TCEANC	170082	185	181	-	-	-	11	0
TCEANC2	127428	15	15	-	-	-	3	0
TCERG1	10915	22	21	3	1	605409	3	0
TCERG1L	256536	95	95	5	-	-	5	0
TCERG1L-AS1	101927489	86	86	-	-	-	5	0
TCF12	6938	185	166	155	44	600480	19	0
TCF15	6939	62	62	-	-	601010	15	0
TCF19	6941	14	14	4	-	600912	3	0
TCF20	6942	155	129	114	52	603107	28	0
TCF21	6943	18	18	5	-	603306	2	0
TCF23	150921	16	16	-	-	609635	2	0
TCF24	100129654	28	28	-	-	-	5	0
TCF25	22980	60	60	1	-	612326	17	0
TCF3	6929	170	141	133	3	147141	27	1
TCF4	6925	994	737	899	176	602272	213	18
TCF4-AS1	105372127	95	79	-	1	-	11	0
TCF7	6932	19	18	-	-	189908	1	0
TCF7L1	83439	30	29	12	-	604652	4	0
TCF7L1-IT1	100874334	4	4	-	-	-	1	0
TCF7L2	6934	97	95	68	1	602228	4	0
TCFL5	10732	43	41	-	-	604745	10	0
TCHH	7062	30	27	17	1	190370	5	0
TCHHL1	126637	19	18	6	-	-	5	0
TCHP	84260	9	9	-	-	612654	-	-
TCIM	56892	51	51	-	-	607702	5	0
TCIRG1	10312	786	543	768	85	604592	136	41
TCL1A	8115	24	21	1	1	186960	-	-
TCL1B	9623	19	19	-	-	603769	-	-
TCL6	27004	20	20	-	-	604412	-	-
TCN1	6947	60	52	51	1	189905	22	0
TCN2	6948	387	293	355	22	613441	107	15
TCOF1	6949	574	355	552	96	606847	38	5
TCP1	6950	23	23	-	-	186980	4	0
TCP10L	140290	60	55	1	-	608365	3	0
TCP11	6954	10	10	-	-	186982	1	0
TCP11L1	55346	34	34	-	-	-	9	0
TCP11L2	255394	15	15	-	-	-	4	0
TCP11X1	100996631	84	80	-	-	-	-	-
TCP11X2	100996648	167	163	-	-	-	3	0
TCTA	6988	13	12	-	-	600690	1	0
TCTE1	202500	12	12	-	-	186975	-	-
TCTN1	79600	249	160	239	14	609863	44	12
TCTN2	79867	497	268	468	28	613846	73	17
TCTN3	26123	202	142	177	14	613847	32	4
TDG	6996	14	14	1	-	601423	4	0
TDGF1	6997	30	27	23	1	187395	1	0
TDH-AS1	100129129	56	56	-	-	-	3	0
TDO2	6999	40	40	4	2	191070	6	0
TDP1	55775	241	186	221	6	607198	86	2
TDP2	51567	31	31	19	5	605764	6	0
TDRD1	56165	26	26	1	-	605796	-	-
TDRD10	126668	12	11	-	-	-	1	0
TDRD12	91646	17	17	1	-	-	3	0
TDRD15	100129278	16	16	-	-	-	-	-
TDRD3	81550	58	58	-	1	614392	5	0
TDRD5	163589	35	34	4	1	617748	2	0
TDRD6	221400	20	20	5	-	611200	-	-
TDRD7	23424	199	160	163	7	611258	62	6
TDRD9	122402	70	70	15	3	617963	7	0
TDRG1	732253	2	2	-	-	615676	-	-
TDRKH	11022	10	9	1	1	609501	1	0
TDRKH-AS1	109729141	1	1	-	-	-	-	-
TDRP	157695	129	128	-	-	619049	12	0
TEAD1	7003	77	75	62	1	189967	30	0
TEAD2	8463	15	15	3	-	601729	2	0
TEAD3	7005	15	15	-	-	603170	1	0
TEAD4	7004	65	65	-	1	601714	5	0
TEC	7006	21	21	-	-	600583	3	0
TECPR1	25851	22	22	8	2	614781	-	-
TECPR2	9895	862	671	804	37	615000	124	3
TECR	9524	42	40	22	1	610057	10	0
TECRL	253017	108	103	83	4	617242	13	0
TECTA	7007	1076	576	1024	53	602574	229	52
TECTB	6975	28	28	-	-	602653	2	0
TEDC1	283643	81	81	-	-	-	16	0
TEDC2	80178	42	42	-	-	-	11	0
TEDC2-AS1	729652	12	12	-	-	-	3	0
TEDDM1	127670	29	28	-	-	-	5	0
TEF	7008	23	22	-	-	188595	2	0
TEFM	79736	60	60	-	-	616422	15	0
TEK	7010	354	296	270	22	600221	52	2
TEKT1	83659	27	26	1	-	609002	6	0
TEKT2	27285	17	17	5	-	608953	3	0
TEKT3	64518	91	88	-	1	612683	5	0
TEKT4	150483	16	16	-	-	-	4	0
TEKT5	146279	28	28	-	-	618686	7	0
TELO2	9894	159	140	105	7	611140	24	6
TEMN3-AS1	105377573	43	43	-	-	-	2	0
TEN1	100134934	26	25	2	-	613130	6	0
TEN1-CDK3	100529145	8	7	-	-	-	2	0
TENM1	10178	231	226	48	1	300588	11	0
TENM2	57451	31	31	5	1	610119	6	0
TENM3	55714	268	257	161	12	610083	15	0
TENM3-AS1	90768	43	43	-	-	-	2	0
TENM4	26011	89	85	69	4	610084	22	1
TENT2	167153	15	15	-	-	614121	7	0
TENT4A	11044	102	102	-	1	605198	-	-
TENT4B	64282	26	26	-	-	605540	4	0
TENT5A	55603	39	34	28	4	611357	4	0
TENT5B	115572	11	11	-	-	619069	3	0
TENT5C	54855	20	20	-	-	613952	-	-
TENT5C-DT	100996263	12	12	-	-	-	-	-
TENT5D	169966	143	139	-	1	300976	4	0
TEP1	7011	46	46	20	1	601686	2	0
TEPP	374739	25	25	-	-	610264	7	0
TEPSIN	146705	25	25	3	-	-	-	-
TERB1	283847	34	34	1	1	617332	7	0
TERB2	145645	27	26	1	1	617131	11	0
TERC	7012	261	227	226	46	602322	155	0
TERF1	7013	42	42	20	-	600951	-	-
TERF2	7014	47	46	16	-	602027	8	0
TERF2IP	54386	47	47	7	-	605061	11	0
TERT	7015	2165	1597	2021	78	187270	726	50
TES	26136	28	28	1	-	606085	3	0
TESC	54997	27	27	11	-	611585	7	0
TESC-AS1	101928244	4	4	-	-	-	1	0
TESK1	7016	73	71	-	-	601782	3	0
TESK2	10420	21	21	1	-	604746	10	0
TESMIN	9633	11	11	-	-	604374	2	0
TESPA1	9840	7	7	-	-	615664	-	-
TET1	80312	36	35	16	-	607790	4	0
TET2	54790	86	76	40	5	612839	5	0
TET2-AS1	104384744	77	67	-	4	-	5	0
TET3	200424	59	48	44	15	613555	12	1
TEX10	54881	34	33	-	-	616717	-	-
TEX101	83639	16	16	-	-	612665	7	0
TEX11	56159	164	159	20	10	300311	8	0
TEX12	56158	17	15	3	-	605791	3	1
TEX13A	56157	166	162	-	-	300312	4	0
TEX13B	56156	169	165	-	-	300313	6	0
TEX13C	100129520	89	85	-	-	-	2	0
TEX13D	100132015	88	84	-	-	-	1	0
TEX14	56155	47	43	27	12	605792	5	3
TEX15	56154	111	108	48	8	605795	10	1
TEX19	400629	29	29	1	-	615647	2	0
TEX2	55852	13	13	-	-	-	1	0
TEX22	647310	75	75	1	-	-	17	0
TEX26	122046	35	35	1	-	-	1	0
TEX26-AS1	100507064	21	21	-	-	-	-	-
TEX261	113419	11	11	-	-	618562	2	0
TEX264	51368	8	8	-	-	-	1	0
TEX28	1527	243	239	-	1	300092	6	0
TEX29	121793	98	98	-	-	-	6	0
TEX30	93081	77	77	-	-	-	5	0
TEX33	339669	26	25	-	-	-	3	0
TEX35	84066	24	23	-	-	-	2	0
TEX36	387718	55	55	-	1	-	1	0
TEX36-AS1	100169752	24	24	-	-	-	-	-
TEX37	200523	19	19	-	-	-	5	0
TEX38	374973	11	11	1	-	-	4	0
TEX41	401014	11	11	-	3	-	2	0
TEX43	389320	23	22	-	-	-	3	0
TEX44	165100	24	24	-	-	-	-	-
TEX45	374877	11	11	-	-	-	1	0
TEX46	729059	9	9	-	-	-	3	0
TEX47	219557	45	44	-	-	-	16	0
TEX48	100505478	17	16	-	-	-	1	0
TEX49	255411	5	5	-	1	-	-	-
TEX50	730159	11	11	-	-	-	-	-
TEX51	101929926	8	8	-	-	-	-	-
TEX52	101929469	25	25	-	1	-	2	0
TEX53	105376230	17	16	-	-	-	1	0
TEX55	152405	17	17	-	-	-	3	0
TEX9	374618	18	17	-	1	-	1	0
TF	7018	121	92	105	8	190000	31	7
TFAM	7019	41	40	23	1	600438	3	0
TFAP2A	7020	148	123	115	33	107580	12	0
TFAP2A-AS1	100130275	23	23	-	1	-	-	-
TFAP2A-AS2	109729173	53	41	-	18	617136	3	0
TFAP2B	7021	92	70	80	13	601601	11	4
TFAP2C	7022	19	19	3	-	601602	3	0
TFAP2D	83741	14	14	2	-	610161	1	0
TFAP2E	339488	14	14	-	-	614428	4	0
TFAP2E-AS1	105378645	2	2	-	-	-	-	-
TFAP4	7023	43	42	1	2	600743	7	0
TFB1M	51106	29	29	1	-	607033	5	0
TFB2M	64216	100	99	2	1	607055	17	0
TFCP2	7024	12	12	2	-	189889	2	0
TFCP2L1	29842	24	24	4	-	609785	2	0
TFDP1	7027	107	107	2	1	189902	8	0
TFDP2	7029	23	23	-	1	602160	-	-
TFDP3	51270	186	182	1	-	300772	12	0
TFE3	7030	194	181	24	8	314310	6	0
TFEB	7942	14	14	1	-	600744	-	-
TFEC	22797	30	30	3	-	604732	1	0
TFF1	7031	87	82	2	-	113710	4	0
TFF2	7032	87	82	2	-	182590	4	0
TFF3	7033	83	78	1	-	600633	3	0
TFG	10342	282	233	255	5	602498	84	1
TFIP11	24144	26	25	1	-	612747	1	0
TFIP11-DT	100507599	10	9	-	-	-	1	0
TFPI	7035	32	32	3	-	152310	4	0
TFPI2	7980	25	25	4	1	600033	4	0
TFPI2-DT	105375401	5	5	-	-	-	-	-
TFPT	29844	28	28	-	1	609519	5	0
TFR2	7036	563	406	531	51	604720	85	29
TFRC	7037	202	193	100	8	190010	25	1
TG	7038	712	517	651	39	188450	176	69
TGDS	23483	112	104	46	5	616146	6	0
TGFA	7039	16	16	6	-	190170	-	-
TGFA-IT1	100874273	3	3	-	-	-	-	-
TGFB1	7040	114	76	105	13	190180	11	2
TGFB1I1	7041	18	18	-	-	602353	6	0
TGFB2	7042	595	405	559	64	190220	171	13
TGFB2-AS1	728463	26	24	-	1	-	7	0
TGFB2-OT1	103611157	47	47	-	-	-	18	0
TGFB3	7043	530	345	500	37	190230	149	12
TGFBI	7045	148	123	128	16	601692	58	5
TGFBR1	7046	1161	603	1113	56	190181	319	31
TGFBR2	7048	1358	672	1327	71	190182	326	43
TGFBR3	7049	37	33	20	-	600742	11	0
TGFBR3L	100507588	8	8	-	-	-	2	0
TGFBRAP1	9392	32	32	6	-	606237	7	0
TGIF1	7050	234	190	110	11	602630	19	3
TGIF2	60436	10	10	-	-	607294	-	-
TGIF2-RAB5IF	100527943	10	10	-	-	-	-	-
TGIF2LX	90316	154	150	1	-	300411	2	0
TGIF2LY	90655	67	67	-	-	400025	5	0
TGM1	7051	733	473	709	117	190195	91	32
TGM2	7052	40	40	30	-	190196	1	0
TGM3	7053	37	37	10	1	600238	4	0
TGM4	7047	12	12	5	1	600585	1	0
TGM5	9333	144	110	122	11	603805	47	3
TGM6	343641	401	267	360	10	613900	80	10
TGM7	116179	23	22	-	-	606776	9	0
TGOLN2	10618	18	18	-	-	603062	4	0
TGS1	96764	46	46	12	-	606461	3	0
TH	7054	939	540	894	64	191290	158	36
TH2-LCR	106128901	434	293	-	27	-	168	0
TH2LCRR	101927761	626	412	-	36	-	252	0
THADA	63892	32	32	5	3	611800	5	0
THAP1	55145	193	164	142	33	609520	51	3
THAP10	56906	17	16	-	-	612538	3	0
THAP11	57215	36	35	5	1	609119	5	0
THAP12	5612	9	9	-	-	607374	-	-
THAP2	83591	13	13	-	-	612531	1	0
THAP3	90326	49	49	-	-	612532	2	0
THAP4	51078	110	110	-	-	612533	14	0
THAP5	168451	23	23	-	-	612534	2	0
THAP6	152815	23	23	-	-	612535	3	0
THAP7	80764	401	384	-	-	609518	46	0
THAP7-AS1	439931	188	171	-	1	-	21	0
THAP8	199745	11	11	-	-	612536	2	0
THAP9	79725	32	32	-	-	612537	1	0
THAP9-AS1	100499177	15	15	-	-	-	1	0
THBD	7056	194	157	167	9	188040	66	4
THBS1	7057	39	38	23	1	188060	3	0
THBS2	7058	87	87	19	-	188061	3	0
THBS3	7059	17	16	2	-	188062	6	0
THBS3-AS1	105371450	5	5	-	-	-	2	0
THBS4	7060	15	15	6	-	600715	3	0
THBS4-AS1	101929215	7	7	-	-	-	2	0
THCAT155	100129223	23	23	-	-	-	1	0
THEG	51298	25	25	-	-	609503	1	0
THEG5	100507527	7	7	-	-	-	1	0
THEGL	100506564	16	16	-	-	-	2	0
THEM4	117145	14	13	2	-	606388	4	0
THEM5	284486	10	9	-	-	615653	2	0
THEM6	51337	52	52	-	1	-	5	0
THEMIS	387357	23	23	3	-	613607	4	0
THEMIS2	9473	10	10	1	-	617856	1	0
THG1L	54974	28	25	10	1	618802	6	0
THNSL1	79896	14	14	-	-	611260	2	0
THNSL2	55258	17	17	-	-	611261	5	0
THOC1	9984	135	130	-	-	606930	17	0
THOC2	57187	261	252	77	16	300395	43	0
THOC3	84321	30	30	-	2	606929	-	-
THOC3-AS1	105377745	10	10	-	-	-	-	-
THOC5	8563	35	34	2	1	612733	3	0
THOC6	79228	103	79	62	17	615403	15	2
THOC7	80145	14	14	-	-	611965	4	0
THOC7-AS1	100874039	5	5	-	-	-	1	0
THOP1	7064	20	20	-	-	601117	5	0
THORLNC	100506797	2	2	-	-	619296	-	-
THPO	7066	120	103	81	8	600044	31	4
THRA	7067	43	39	33	13	190120	2	2
THRAP3	9967	12	12	-	-	603809	3	0
THRB	7068	374	317	350	65	190160	135	3
THRB-AS1	644990	11	11	-	-	-	6	0
THRB-AS2	101927854	7	7	-	-	-	2	0
THRIL	102659353	10	10	-	-	615622	-	-
THRSP	7069	15	15	1	-	601926	5	0
THSD1	55901	59	59	7	3	616821	6	0
THSD4	79875	25	24	2	1	614476	3	0
THSD4-AS1	101929196	3	3	-	-	-	-	-
THSD4-AS2	101929173	3	3	-	-	-	-	-
THSD7A	221981	67	67	20	2	612249	9	0
THSD7B	80731	29	29	-	3	-	7	0
THSD8	111644133	8	8	-	-	-	-	-
THTPA	79178	36	36	-	3	611612	4	0
THUMPD1	55623	21	21	-	-	616662	5	0
THUMPD2	80745	22	22	-	-	611751	3	0
THUMPD3	25917	51	51	-	3	-	7	0
THUMPD3-AS1	440944	29	29	-	3	-	4	0
THY1	7070	30	30	-	1	188230	2	0
THYN1	29087	95	95	-	-	613739	7	0
TIA1	7072	148	128	135	2	603518	45	1
TIAF1	9220	16	16	2	-	609517	1	0
TIAL1	7073	28	28	-	-	603413	-	-
TIAM1	7074	69	64	3	3	600687	6	0
TIAM1-AS1	150051	39	34	-	-	-	1	0
TIAM2	26230	39	39	14	1	604709	4	0
TICAM1	148022	211	185	200	-	607601	99	1
TICAM2	353376	30	29	2	-	608321	3	0
TICAM2-AS1	101927100	14	14	-	-	-	2	0
TICRR	90381	47	46	8	-	613298	4	0
TIE1	7075	20	20	6	2	600222	3	0
TIFA	92610	16	16	-	-	609028	3	0
TIFAB	497189	18	17	-	-	612663	1	0
TIGAR	57103	59	59	-	-	610775	2	0
TIGD1	200765	149	91	-	4	612972	37	0
TIGD2	166815	23	23	-	-	612973	2	0
TIGD3	220359	10	10	-	-	619084	2	0
TIGD4	201798	27	27	-	-	-	2	0
TIGD5	84948	68	68	-	-	-	1	0
TIGD6	81789	17	16	1	-	-	2	0
TIGD7	91151	47	47	3	1	612969	11	0
TIGIT	201633	32	32	-	-	612859	4	0
TIMD4	91937	20	20	4	1	610096	-	-
TIMELESS	8914	20	20	13	-	603887	-	-
TIMM10	26519	12	12	-	-	602251	3	0
TIMM10B	26515	21	20	-	-	607388	2	0
TIMM13	26517	27	27	-	-	607383	6	0
TIMM17A	10440	15	14	-	-	605057	3	0
TIMM17B	10245	173	168	-	-	300249	5	0
TIMM21	29090	140	138	-	-	615180	4	0
TIMM22	29928	95	95	3	3	607251	26	0
TIMM23	100287932	64	64	-	4	605034	16	0
TIMM23B	100652748	12	12	-	-	-	3	0
TIMM23B-AGAP6	113218477	13	13	-	-	-	3	0
TIMM29	90580	16	16	-	1	617380	2	0
TIMM44	10469	65	48	57	-	605058	7	0
TIMM50	92609	59	52	51	6	607381	10	0
TIMM8A	1678	215	200	46	14	300356	11	0
TIMM8B	26521	17	17	-	1	606659	3	0
TIMM9	26520	20	20	2	2	607384	1	0
TIMMDC1	51300	37	35	18	3	615534	13	0
TIMP1	7076	157	153	2	-	305370	4	0
TIMP2	7077	26	26	-	2	188825	6	0
TIMP3	7078	223	198	202	8	188826	104	4
TIMP4	7079	26	26	2	-	601915	-	-
TINAG	27283	15	15	1	-	606749	3	0
TINAGL1	64129	15	15	1	-	616064	2	0
TINCR	257000	13	13	-	-	615241	1	0
TINF2	26277	338	229	314	23	604319	106	5
TIPARP	25976	18	18	2	-	612480	1	0
TIPARP-AS1	100287227	6	6	-	-	-	-	-
TIPIN	54962	23	20	-	-	610716	2	0
TIPRL	261726	18	17	-	-	611807	1	0
TIRAP	114609	78	72	9	-	606252	3	0
TJAP1	93643	11	11	-	-	612658	-	-
TJP1	7082	137	135	4	-	601009	32	0
TJP2	9414	629	453	567	53	607709	177	23
TJP3	27134	25	25	1	-	612689	6	0
TK1	7083	19	19	2	-	188300	1	0
TK2	7084	295	228	261	42	188250	92	2
TKFC	26007	19	17	9	2	615844	4	0
TKT	7086	41	37	32	3	606781	2	1
TKTL1	8277	245	240	3	6	300044	7	0
TKTL2	84076	38	38	-	-	-	4	0
TLCD1	116238	11	11	-	-	-	-	-
TLCD2	727910	75	75	-	-	-	6	0
TLCD3A	79850	102	102	1	-	611627	38	0
TLCD3B	83723	260	250	2	2	615175	11	0
TLCD4	148534	13	13	-	-	-	4	0
TLCD4-RWDD3	100527978	2	2	-	-	-	1	0
TLCD5	219902	35	35	-	-	-	1	0
TLDC2	140711	68	45	1	-	-	17	0
TLE1	7088	38	37	2	-	600189	4	0
TLE1-DT	101927502	16	15	-	-	-	1	0
TLE2	7089	21	21	-	-	601041	5	0
TLE3	7090	23	22	6	-	600190	2	0
TLE4	7091	44	43	5	-	605132	2	0
TLE5	166	21	21	-	-	600188	5	0
TLE6	79816	34	34	15	3	612399	4	0
TLE7	102723796	15	15	-	-	-	2	0
TLK1	9874	19	19	-	1	608438	-	-
TLK2	11011	105	89	66	52	608439	15	1
TLL1	7092	97	92	46	4	606742	10	0
TLL2	7093	24	24	8	-	606743	4	0
TLN1	7094	86	83	12	-	186745	4	0
TLN2	83660	39	38	23	-	607349	5	0
TLNRD1	59274	25	24	1	-	615466	2	0
TLR1	7096	44	43	23	2	601194	7	0
TLR10	81793	29	29	8	-	606270	6	0
TLR2	7097	51	50	21	-	603028	4	0
TLR3	7098	321	301	194	1	603029	112	0
TLR4	7099	60	54	22	-	603030	12	0
TLR5	7100	44	40	18	-	603031	2	0
TLR6	10333	31	31	10	-	605403	4	0
TLR7	51284	185	181	9	2	300365	4	0
TLR8	51311	188	184	10	3	300366	5	0
TLR8-AS1	349408	100	96	-	4	-	2	0
TLR9	54106	29	29	17	1	605474	2	0
TLX1	3195	18	18	-	-	186770	-	-
TLX1NB	100038246	18	18	-	2	612734	-	-
TLX2	3196	15	15	2	-	604240	1	0
TLX3	30012	18	18	1	-	604640	2	0
TM2D1	83941	24	24	-	-	610080	4	0
TM2D2	83877	55	55	-	-	610081	9	0
TM2D3	80213	109	109	1	-	610014	13	0
TM4SF1	4071	17	17	-	-	191155	3	0
TM4SF1-AS1	100874091	5	5	-	-	-	1	0
TM4SF18	116441	17	17	-	-	-	3	0
TM4SF19	116211	110	109	1	-	-	18	0
TM4SF19-AS1	100874214	50	49	-	-	-	4	0
TM4SF19-DYNLT2B	100534611	59	58	-	2	-	5	0
TM4SF20	79853	36	35	8	2	615404	1	0
TM4SF4	7104	15	15	-	-	606567	1	0
TM4SF5	9032	31	31	-	-	604657	8	0
TM6SF1	53346	36	35	-	-	606562	4	0
TM6SF2	53345	14	14	2	-	606563	2	0
TM7SF2	7108	11	11	2	-	603414	2	0
TM7SF3	51768	32	32	1	1	605181	1	0
TM9SF1	10548	22	22	-	-	618965	1	0
TM9SF2	9375	72	72	-	-	604678	3	0
TM9SF3	56889	15	15	-	-	616872	1	0
TM9SF4	9777	15	15	-	-	617727	-	-
TMA16	55319	41	41	2	1	-	4	0
TMA7	51372	9	9	-	-	615808	1	0
TMBIM1	64114	27	27	1	2	610364	1	0
TMBIM4	51643	15	15	-	-	616874	1	0
TMBIM6	7009	10	10	1	-	600748	2	0
TMC1	117531	506	333	456	50	606706	87	22
TMC2	117532	57	57	25	-	606707	7	0
TMC3	342125	23	22	1	-	617196	2	0
TMC3-AS1	101929655	4	4	-	-	-	-	-
TMC4	147798	23	23	-	-	617181	5	0
TMC5	79838	20	20	-	1	617197	3	0
TMC6	11322	446	396	381	13	605828	170	2
TMC7	79905	21	21	2	-	617198	4	0
TMC8	147138	342	286	325	10	605829	124	2
TMCC1	23023	16	16	1	2	616242	4	0
TMCC1-DT	100507032	7	7	-	-	-	2	0
TMCC2	9911	23	22	5	-	619429	3	0
TMCC2-AS1	101929459	4	4	-	-	-	-	-
TMCC3	57458	12	12	2	-	617459	1	0
TMCO1	54499	71	55	50	9	614123	3	0
TMCO1-AS1	100147773	9	9	-	-	-	-	-
TMCO2	127391	12	12	-	-	-	3	0
TMCO3	55002	113	113	4	1	617134	10	0
TMCO4	255104	22	22	-	1	-	7	0
TMCO5A	145942	23	22	1	-	-	5	0
TMCO6	55374	52	43	-	3	-	8	0
TMDD1	112163659	3	3	-	-	-	-	-
TMED1	11018	17	17	-	-	605395	3	0
TMED10	10972	19	19	2	-	605406	1	0
TMED2	10959	23	23	-	-	-	3	0
TMED2-DT	101927415	11	11	-	-	-	1	0
TMED3	23423	20	19	-	-	-	2	0
